# This file is generated by MACS								
# ARGUMENTS LIST:								
# name = GR_Dex_Peaks								
# ChIP-seq file = signal.bed								
# control file = bg.bed								
# effective genome size = 2.70e+09								
# tag size = 25								
# band width = 300								
# model fold = 20								
# pvalue cutoff = 1.00e-10								
"# Ranges for calculating regional lambda are : 1000,5000,10000"								
# d = 67								
chr	start	end	length	summit	tags	something	fold_enrichment	FDR(%)
chr13	42477600	42477980	381	151	38	265.03	24.26	3.64
chr13	42517473	42517926	454	200	102	1017.19	77.64	0.94
chr13	42529815	42530069	255	113	21	126.32	16.82	13.62
chr13	42530386	42530820	435	251	61	182.13	9.59	7.07
chr13	42625758	42626083	326	157	27	173.51	21.03	7.54
chr13	42741301	42741739	439	276	52	337.45	22.51	2.8
chr13	42763251	42763553	303	139	22	133.04	24.26	12.27
chr13	43277218	43277591	374	198	129	1196.53	43.36	1.02
chr13	43525025	43525406	382	204	56	393.16	29.04	2.27
chr13	43580551	43580944	394	180	69	370.1	21.46	2.4
chr13	43631643	43632123	481	179	82	293.87	10.84	3.28
chr13	43671045	43671338	294	168	31	126.54	9.19	13.61
chr13	43704129	43704609	481	235	71	152	7.67	9.48
chr13	43709398	43709845	448	210	112	1009.25	61.56	0.93
chr13	43750233	43750608	376	145	33	192.31	16.26	6.31
chr13	43781872	43782283	412	215	82	499.37	29.31	1.69
chr13	43783049	43783664	616	254	251	2221.84	55.15	0.9
chr13	43860903	43861192	290	129	25	104.1	10.27	20.71
chr13	44287704	44288194	491	103	55	149.92	6.22	9.74
chr13	44321582	44321884	303	156	36	275.83	36.67	3.48
chr13	44325816	44326106	291	107	28	159.02	19.75	8.71
chr13	44326409	44327232	824	411	245	2564.96	77.02	0.97
chr13	44338726	44338939	214	105	24	186.27	24.26	6.8
chr13	44342555	44343059	505	278	284	3100	117.2	1.07
chr13	44377198	44377477	280	113	29	157.26	14.23	8.93
chr13	44393969	44394378	410	165	58	351.82	20.92	2.6
chr13	44394567	44394995	429	225	83	514.72	31.04	1.53
chr13	44404885	44405147	263	105	26	126.25	14.45	13.62
chr13	44615006	44615188	183	117	20	156.29	25.88	9.02
chr13	44708227	44708479	253	107	21	139.18	16.18	11.21
chr13	44912579	44912870	292	187	31	227.79	25.88	4.76
chr13	45569156	45569520	365	164	47	242.87	20.33	4.35
chr13	45592225	45592778	554	210	132	1341.35	69.55	1.21
chr13	46002518	46002755	238	147	18	114.97	16.18	16.53
chr13	46067772	46067990	219	145	24	183.95	30.73	6.88
chr13	46086748	46087150	403	188	62	529.53	46.91	1.44
chr13	46127974	46128334	361	176	59	519.88	35.59	1.5
chr13	46131845	46132124	280	147	30	222.22	27.5	4.95
chr13	46137999	46138274	276	147	24	136.22	12.51	11.83
chr13	48255327	48255771	445	234	128	324.91	7.76	2.97
chr13	48272753	48273009	257	132	20	128.14	17.79	13.26
chr13	48364557	48364826	270	174	30	226.73	30.73	4.79
chr13	48426308	48426576	269	115	34	272.43	29.12	3.5
chr13	48502431	48502641	211	139	16	104.28	14.56	20.62
chr13	48569566	48569919	354	205	49	401.7	38.82	2.16
chr13	48570338	48570645	308	142	37	286.83	32.35	3.31
chr13	48697775	48698071	297	216	28	183.72	16.26	6.92
chr13	48780337	48780802	466	193	70	356.43	17.67	2.56
chr13	49269997	49270217	221	107	27	216.73	29.12	5.18
chr13	49283424	49283707	284	121	26	178.36	27.5	7.39
chr13	49330336	49330605	270	164	29	136.46	13.01	11.78
chr13	49330633	49331003	371	215	107	917.17	45.17	0.88
chr13	49701990	49702223	234	134	22	156.21	25.88	9.04
chr13	49713726	49713951	226	108	19	116.2	15.16	16.05
chr13	49717005	49717782	778	231	205	873.45	16.26	0.93
chr13	49873257	49873509	253	164	24	166.24	21.89	8.14
chr13	49991999	49992382	384	168	77	737.2	72.79	0.92
chr13	50992582	50992919	338	164	29	129.69	13.39	12.95
chr13	50995240	50995701	462	317	61	217.41	10.49	5.17
chr13	50996419	50996744	326	193	46	195.8	13.94	6.07
chr13	51006648	51006842	195	97	20	150.96	27.5	9.6
chr13	51063102	51063528	427	287	44	150.27	8.13	9.67
chr13	51107283	51107609	327	179	46	381.53	37.2	2.3
chr13	51108383	51108773	391	203	61	524.9	53.38	1.48
chr13	51241886	51242249	364	200	65	438.83	27.1	1.97
chr13	51273870	51274629	760	243	130	579.28	23.85	1.16
chr13	51275553	51276424	872	362	149	129.85	5.08	12.93
chr13	51284167	51284549	383	159	84	691.06	43.07	0.96
chr13	51378759	51379116	358	160	40	281.75	22.17	3.38
chr13	56964623	56964912	290	204	40	119.06	7.72	15.25
chr13	65784833	65785281	449	98	83	353.4	13.01	2.56
chr13	65785511	65785971	461	182	140	1430.91	61.95	1.06
chr13	65897852	65898123	272	159	27	193.45	21.03	6.24
chr13	66032372	66032691	320	163	38	145.86	10.24	10.11
chr13	66129212	66129689	478	197	55	160.13	8.87	8.58
chr13	66405567	66405955	389	259	67	457.34	29.65	1.84
chr13	66508040	66508339	300	163	38	302.35	37.2	3.22
chr13	66591720	66592065	346	205	39	218.22	15.24	5.13
chr13	66593326	66593683	358	166	33	222.18	19.41	4.95
chr13	66599245	66599666	422	152	81	759.36	53.38	0.91
chr13	66608253	66608545	293	120	33	195.74	20.6	6.08
chr13	66612803	66613005	203	139	18	126.77	21.03	13.54
chr13	66659117	66659481	365	145	89	855.15	70.46	0.95
chr13	66696345	66696650	306	160	33	136.4	12.02	11.78
chr13	66880989	66881220	232	149	21	146.66	27.5	10.05
chr13	67539050	67539286	237	121	29	231.47	30.73	4.65
chr13	72512647	72513044	398	95	89	654.24	23.96	1.01
chr13	72526782	72527158	377	216	71	519.31	32.72	1.52
chr13	72530732	72531343	612	173	91	147.61	6.45	9.98
chr13	72605768	72605953	186	65	19	107.84	12.2	19.07
chr13	72610201	72610567	367	190	48	196.65	15.06	6.02
chr13	72610834	72611068	235	65	30	118.54	10.09	15.41
chr13	72661438	72661914	477	244	106	1051.19	74.41	0.98
chr13	72720896	72721249	354	184	34	156.31	14.45	9.02
chr13	72731116	72731557	442	310	66	554.04	40.44	1.37
chr13	72797553	72797915	363	170	55	468.82	53.38	1.76
chr13	72810619	72810827	209	74	18	124.6	24.26	13.98
chr13	72900335	72900687	353	182	33	224.06	25.88	4.86
chr13	72923352	72923928	577	138	78	339.93	14.31	2.8
chr13	74297816	74298056	241	92	30	218.87	23.04	5.1
chr13	74363634	74364083	450	292	53	397.46	33.97	2.24
chr13	74939194	74939455	262	142	28	208.42	25.88	5.48
chr13	74979285	74979575	291	167	25	139.98	12.51	11.01
chr13	75232464	75232888	425	199	50	271.09	13.39	3.56
chr13	75234686	75234975	290	143	22	114.48	17.51	16.61
chr13	75285580	75285741	162	86	18	136.98	20.7	11.69
chr13	76585628	76585905	278	127	48	438.29	53.38	1.97
chr13	76615693	76616043	351	172	57	353.45	22.25	2.56
chr13	76859970	76860279	310	154	28	189.09	24.26	6.59
chr13	76980220	76980563	344	205	30	196.98	21.03	6
chr13	76988546	76988785	240	164	28	218.62	27.5	5.1
chr13	76994120	76994520	401	193	59	240.46	13.55	4.45
chr13	76994535	76994959	425	171	84	426.64	21.14	2.03
chr13	78119187	78119502	316	189	30	207.33	21.03	5.53
chr13	78957095	78957666	572	299	80	475.89	21.04	1.76
chr13	79512657	79513139	483	320	55	175.78	9.21	7.48
chr13	79603391	79603645	255	139	43	307.82	34.55	3.18
chr13	79604783	79605455	673	245	342	3051.8	52.85	1.04
chr13	79813139	79813799	661	265	141	244.73	5.74	4.25
chr13	79851362	79851653	292	185	42	354.15	51.76	2.56
chr13	79941885	79942423	539	294	239	2563.95	89.43	0.96
chr13	79945927	79946177	251	119	25	180.89	21.03	7.22
chr13	82225202	82225448	247	94	22	151.31	24.26	9.56
chr13	82537326	82537714	389	185	67	601.89	59.85	1.11
chr13	82955404	82955624	221	137	17	110.73	19.41	17.97
chr13	83237981	83238238	258	166	20	127.82	16.18	13.35
chr13	84343766	84343978	213	86	20	143.59	22.65	10.41
chr13	84984566	84985014	449	278	65	455.34	24.93	1.83
chr13	85271551	85271738	188	116	16	111.94	17.79	17.52
chr13	90284951	90285323	373	250	49	391.09	35.59	2.28
chr13	92812056	92812297	242	123	18	113.75	19.41	16.92
chr13	93271574	93271888	315	144	24	148.17	21.03	9.93
chr13	94549830	94550263	434	184	105	653.31	27.1	1.01
chr13	94550656	94551453	798	213	133	284.05	8.13	3.34
chr13	94573944	94574421	478	136	104	421.96	14.37	2.06
chr13	94578250	94578856	607	125	107	534.39	19.27	1.43
chr13	94600415	94600821	407	243	53	347.92	17.42	2.63
chr13	94610786	94611270	485	227	85	312.23	10.84	3.13
chr13	94717849	94718753	905	618	174	415.77	9.6	2.11
chr13	94721476	94722214	739	557	352	2898.93	35.14	1.3
chr13	94727785	94728252	468	191	120	967.53	50.59	0.94
chr13	94731462	94731856	395	177	87	864.07	80.88	0.97
chr13	94747930	94748177	248	117	33	122.12	11.18	14.39
chr13	94935176	94935554	379	186	73	609.6	51.28	1.13
chr13	94985565	94985904	340	156	45	122.37	9.92	14.36
chr13	95054201	95054818	618	376	110	291.04	14.11	3.3
chr13	96560119	96560495	377	157	53	191.1	10.84	6.41
chr13	96567073	96567320	248	129	19	121.4	17.79	14.58
chr13	96674393	96674701	309	165	40	291.57	27.1	3.3
chr13	96675868	96676146	279	98	27	117.61	13.01	15.7
chr13	96689838	96690138	301	138	24	137.99	13.9	11.44
chr13	96699394	96699665	272	151	22	142.63	21.03	10.58
chr13	96706629	96706898	270	164	25	117.93	11.09	15.59
chr13	96707945	96708630	686	374	330	2608.15	45.91	1.01
chr13	96710220	96710715	496	255	101	547.09	22.07	1.38
chr13	96731447	96731609	163	98	14	100.68	19.41	22.58
chr13	96736809	96737147	339	117	41	261.51	22.07	3.74
chr13	96794850	96795228	379	212	48	376.3	38.82	2.33
chr13	97476731	97476953	223	93	19	129.68	19.41	12.95
chr13	97579454	97580016	563	274	155	1605.95	85.74	1.19
chr13	97780270	97780478	209	147	17	114.64	21.03	16.58
chr13	97912261	97912676	416	184	48	188.27	11.71	6.67
chr13	97934654	97935435	782	612	149	325.24	6.5	2.96
chr13	97945801	97946108	308	127	35	227.71	26.27	4.76
chr13	97959810	97960193	384	190	109	1040.68	55.75	0.97
chr13	98022231	98022812	582	313	155	1036.07	35.02	0.96
chr13	98100444	98100947	504	267	95	500.9	19.87	1.67
chr13	98226303	98226790	488	367	174	462.08	9.07	1.81
chr13	98439146	98439380	235	100	20	128.09	14.78	13.29
chr13	98575364	98575549	186	113	20	152.07	21.89	9.47
chr13	98601039	98601456	418	308	37	136.83	9.29	11.74
chr13	98832613	98833007	395	170	101	798.93	42.38	0.92
chr13	99077147	99077290	144	64	32	334.25	45.29	2.81
chr13	100900804	100901066	263	129	18	101.18	17.74	22.28
chr13	101040822	101041127	306	187	58	450.89	37.94	1.86
chr13	101157102	101157376	275	137	23	114.89	11.92	16.54
chr13	105546915	105547323	409	209	62	525.72	43.67	1.46
chr13	105601692	105602067	376	183	54	375.37	30.2	2.33
chr13	108155430	108155752	323	169	33	236.01	21.03	4.6
chr13	108398662	108399046	385	224	86	487.95	22.43	1.7
chr13	108407625	108408215	591	228	193	1779.33	59.3	0.86
chr13	108597472	108597986	515	258	117	619.72	19.82	1.11
chr13	108693782	108694440	659	348	263	2635.09	77.48	1.04
chr13	108702334	108702690	357	175	57	497.48	53.38	1.68
chr13	108707177	108707770	594	412	233	1986.87	46.75	0.89
chr13	108724472	108725265	794	458	225	1787.74	44.72	0.87
chr13	108760285	108761190	906	367	219	1029.6	14.18	0.95
chr13	108800052	108800266	215	150	21	137.95	17.62	11.47
chr13	108820859	108821140	282	123	30	110.68	13.76	17.97
chr13	108846585	108847033	449	182	115	1207.06	82.5	1.04
chr13	108861844	108862169	326	148	34	225.62	32.24	4.85
chr13	108874395	108874774	380	246	64	203.76	7.02	5.68
chr13	108915593	108915879	287	154	30	219.16	21.03	5.08
chr13	108959873	108960178	306	165	57	534.3	48.53	1.43
chr13	109026454	109027288	835	285	545	1851.64	11.9	0.77
chr13	109036927	109037776	850	518	385	1516.93	18.09	1.07
chr13	109043100	109043428	329	144	39	299.06	29.12	3.23
chr13	109104753	109105338	586	120	55	110.12	5.87	18.16
chr13	109171267	109171588	322	230	43	311.61	22.29	3.18
chr13	109194090	109194439	350	137	58	363.96	25.67	2.49
chr13	109325566	109325880	315	150	48	381.19	34.45	2.3
chr13	109456628	109457128	501	286	162	1575.69	63.96	1.14
chr13	109462471	109462939	469	287	89	657.02	30.49	0.98
chr13	109465039	109465872	834	335	167	1445.62	59.62	1.08
chr13	109544895	109545462	568	343	265	2238.94	49.34	0.91
chr13	109570529	109571342	814	471	506	3100	34.71	1.07
chr13	109700961	109701222	262	162	27	101.83	12.36	21.97
chr13	109931091	109931385	295	124	35	185.65	17.67	6.81
chr13	109931491	109932503	1013	548	516	3100	35.09	1.07
chr13	109957451	109957792	342	152	35	121.84	9.38	14.42
chr13	109971268	109971644	377	192	45	187.02	13.99	6.75
chr13	109997199	109997713	515	317	80	326	14.69	2.93
chr13	110666836	110667157	322	166	41	204.76	15.49	5.62
chr13	112308714	112308920	207	110	20	108.24	12.2	18.94
chr13	112381208	112381423	216	117	21	148.26	23.01	9.93
chr13	112432625	112432898	274	108	27	149.17	14.09	9.81
chr13	112471475	112471749	275	115	22	106.84	15.18	19.41
chr13	112863949	112864295	347	207	52	133.56	8.81	12.19
chr13	113049506	113049891	386	205	40	102.96	6.22	21.41
chr13	113112701	113113578	878	690	162	742.65	17.83	0.93
chr13	113119609	113119955	347	172	38	176.4	16.26	7.45
chr13	113139504	113140032	529	308	72	193.32	11.1	6.24
chr13	113572908	113574157	1250	596	326	180.33	6.19	7.22
chr13	113589270	113590167	898	435	206	584.04	10.84	1.17
chr13	113608969	113609498	530	290	136	935.16	33.2	0.9
chr13	113792332	113792738	407	229	106	674.97	27.88	1.01
chr13	113799195	113799579	385	205	41	158.64	9.57	8.74
chr13	113847659	113848069	411	138	84	230.83	9.25	4.67
chr13	113873355	113873587	233	146	28	176.1	17.34	7.44
chr13	113951544	113951724	181	67	15	104.37	21.03	20.58
chr13	113982195	113982699	505	226	78	155.2	5.89	9.13
chr13	114052771	114053044	274	127	23	151.77	21.03	9.5
chr14	18463013	18463306	294	158	30	143.63	14.06	10.41
chr14	18568095	18568935	841	637	151	112.77	3.8	17.24
chr14	18620624	18621296	673	298	68	259.6	8.91	3.78
chr14	18640032	18640321	290	148	26	155.82	18.66	9.08
chr14	18760539	18760787	249	91	21	140.55	19.41	10.98
chr14	18776929	18777190	262	135	21	122.61	19.29	14.31
chr14	18817034	18817809	776	264	125	110.05	4.84	18.18
chr14	18820852	18822003	1152	141	165	183.06	4.95	7.01
chr14	18900042	18900793	752	174	133	154.35	5.54	9.21
chr14	19013934	19014205	272	143	28	139.02	12.65	11.23
chr14	19046503	19046837	335	243	48	218.07	12.41	5.13
chr14	19058037	19058513	477	209	50	352.41	21.03	2.58
chr14	19092870	19093350	481	245	65	223.07	9.42	4.89
chr14	19142689	19142921	233	63	24	101.74	9.44	22.03
chr14	19818035	19818356	322	160	32	214.1	25.13	5.28
chr14	20117162	20117443	282	148	29	121.46	12.57	14.58
chr14	20166854	20167180	327	135	50	214.65	16.37	5.26
chr14	20224444	20224780	337	214	43	123.1	8.99	14.21
chr14	20840255	20840537	283	203	44	361.19	34.23	2.53
chr14	20993862	20994496	635	341	204	113.85	4.51	16.88
chr14	21453792	21454236	445	200	89	699.51	40.11	0.97
chr14	21455675	21456010	336	159	33	106.73	6.62	19.47
chr14	21531113	21531568	456	189	85	785.24	56.61	0.9
chr14	21872224	21872624	401	183	65	270.76	16.26	3.57
chr14	22152797	22153514	718	260	103	352	13.39	2.6
chr14	22346555	22346995	441	203	98	973.78	76.03	0.95
chr14	22354403	22355041	639	448	68	127.29	5.81	13.4
chr14	22360233	22360720	488	168	90	337.71	10.98	2.81
chr14	22684806	22685277	472	233	53	294.3	15.64	3.29
chr14	22693033	22693247	215	132	27	113.66	9.64	16.96
chr14	22772108	22772290	183	85	19	145.33	22.65	10.17
chr14	22787130	22787345	216	128	16	102.74	16.18	21.5
chr14	23118586	23118997	412	175	143	1172.07	48.64	0.99
chr14	23527701	23528087	387	174	49	117.65	7.19	15.69
chr14	23571732	23572471	740	210	143	299.46	9.33	3.24
chr14	24521523	24521990	468	142	58	445.02	25.88	1.88
chr14	24661225	24661649	425	179	55	393.08	28.46	2.27
chr14	26381042	26381374	333	186	40	122.3	11.48	14.35
chr14	26381385	26381777	393	246	46	170.83	8.43	7.77
chr14	26506049	26506370	322	186	58	472.92	37.52	1.75
chr14	26531739	26531955	217	98	16	102.44	17.79	21.68
chr14	26969932	26970154	223	117	17	110.1	19.41	18.16
chr14	27921702	27922212	511	230	209	1936.63	65.04	0.85
chr14	28191721	28192282	562	373	128	1064	48.78	0.99
chr14	28210511	28210819	309	114	43	340.06	39.91	2.8
chr14	29264027	29264362	336	149	37	153.8	12.73	9.25
chr14	30161081	30161447	367	167	83	107.74	5.37	19.09
chr14	30705131	30705455	325	149	31	110.68	10.84	17.98
chr14	30768558	30769072	515	171	291	1790.33	24.92	0.87
chr14	30917006	30917332	327	159	39	236.8	17.34	4.57
chr14	31419941	31420253	313	140	41	188.48	14.23	6.64
chr14	31476640	31477060	421	176	56	149.59	9.12	9.75
chr14	31483182	31483972	791	515	339	1298.88	16.82	1.15
chr14	31549519	31549901	383	189	76	223.87	11.53	4.85
chr14	31562000	31562399	400	217	59	411.18	33.21	2.11
chr14	31905319	31905630	312	100	47	313.11	25.41	3.15
chr14	32022955	32024121	1167	1055	356	2467.09	26.71	0.87
chr14	32048452	32049139	688	455	165	561.49	9.58	1.36
chr14	32053235	32053446	212	66	19	108.04	13.94	18.97
chr14	32103623	32104206	584	411	109	1000.57	63.08	0.92
chr14	33477319	33477621	303	170	63	206.1	10.12	5.62
chr14	33567012	33567352	341	203	62	469.91	33.61	1.74
chr14	33574633	33574981	349	170	32	109.35	11.52	18.48
chr14	33583400	33583711	312	204	33	192.87	18.07	6.28
chr14	33590806	33591314	509	293	197	1672.98	48.78	1.02
chr14	33591522	33591865	344	167	41	168.02	14.31	7.97
chr14	33598905	33599630	726	370	171	126.99	5.11	13.46
chr14	33602478	33603193	716	133	117	462.03	12.28	1.81
chr14	33617075	33617424	350	152	59	255.85	16.77	3.85
chr14	33864231	33864667	437	212	129	1084.32	59.05	1.01
chr14	33902675	33903030	356	112	34	188.3	15.1	6.67
chr14	33904398	33904631	234	57	23	127.58	10.63	13.36
chr14	33916871	33917224	354	213	108	1070.57	68.34	1
chr14	33918349	33918787	439	257	63	257.63	10.09	3.83
chr14	34035441	34036314	874	675	346	1007.82	14.25	0.93
chr14	34044928	34045311	384	195	60	517.06	30.73	1.54
chr14	34584885	34585732	848	235	199	135.86	4.55	11.82
chr14	34590829	34591138	310	163	29	165.85	15.78	8.15
chr14	34656101	34656400	300	144	36	214.39	20.71	5.27
chr14	34737060	34737508	449	208	82	663.9	50.03	0.99
chr14	34742900	34743211	312	148	31	219.36	24.26	5.07
chr14	34752885	34753251	367	229	45	331.47	34	2.85
chr14	34875294	34876025	732	240	550	935.45	5.09	0.9
chr14	34880484	34881256	773	293	100	109.69	5.1	18.35
chr14	34882796	34883188	393	221	64	253.91	14.35	3.92
chr14	34886309	34886897	589	385	159	867.98	24.39	0.97
chr14	34892741	34893139	399	110	44	154.87	9.03	9.19
chr14	34894965	34895435	471	296	62	267.85	12.36	3.57
chr14	34911596	34912025	430	227	40	109.54	5.61	18.42
chr14	34913228	34913852	625	298	253	1615.34	27.88	1.2
chr14	34919831	34920086	256	103	32	142.24	9.92	10.65
chr14	34924538	34924998	461	322	108	310.86	8.51	3.17
chr14	34929555	34930300	746	429	369	2505.06	41.01	0.91
chr14	34937247	34937546	300	175	43	218.38	16.26	5.12
chr14	34941922	34944091	2170	1095	1176	1350.96	8.26	1.22
chr14	35993566	35993817	252	139	20	129.74	24.26	12.96
chr14	36263538	36263810	273	103	23	152.11	25.88	9.46
chr14	36515421	36515855	435	142	72	265.98	14.06	3.61
chr14	36535593	36535857	265	128	24	133.05	23.23	12.27
chr14	36535862	36536184	323	151	51	407.61	32.52	2.15
chr14	36655908	36656203	296	137	26	173.97	22.65	7.52
chr14	37085737	37086177	441	220	50	134.91	6.5	11.98
chr14	38564802	38565131	330	130	42	288.55	27.52	3.29
chr14	38841155	38841450	296	136	26	173.97	24.26	7.52
chr14	42497950	42498184	235	124	20	121.05	16.26	14.65
chr14	49178214	49178734	521	268	176	1568.35	65.04	1.13
chr14	49201859	49202121	263	183	45	410.61	42.06	2.1
chr14	49456251	49456957	707	459	249	2917.1	108.38	1.31
chr14	49523858	49524173	316	165	29	104.91	10.6	20.4
chr14	49529352	49529852	501	225	203	1320.86	32.52	1.19
chr14	49535488	49536050	563	266	350	2972.71	56.06	1.46
chr14	49536599	49537305	707	165	77	132.35	5.42	12.4
chr14	49537780	49538361	582	327	220	1202.91	26.45	1.03
chr14	49539552	49540205	654	321	139	307.44	6.32	3.2
chr14	49571754	49571987	234	169	24	121.18	14.45	14.63
chr14	49761879	49762185	307	177	31	221.41	32.35	4.96
chr14	49857548	49857872	325	160	30	156.2	19.51	9.03
chr14	49883944	49884199	256	144	20	114.19	20.33	16.73
chr14	50194718	50195055	338	137	63	588.22	63.08	1.11
chr14	50491787	50492553	767	177	170	718.28	16.26	0.97
chr14	50492824	50493095	272	154	26	115.59	11.73	16.3
chr14	50536858	50537137	280	66	34	216.84	21.46	5.17
chr14	50541102	50541418	317	136	50	296.58	30.08	3.26
chr14	50541472	50542088	617	420	192	1731.76	52.61	0.81
chr14	50543132	50543590	459	356	80	359.68	13.11	2.52
chr14	50602744	50603011	268	162	29	122.15	14.85	14.38
chr14	50868342	50868588	247	126	29	191.33	24.09	6.39
chr14	51083677	51084044	368	170	81	575.42	30.9	1.21
chr14	51225995	51226281	287	146	27	119.92	9.41	15.02
chr14	51648192	51648543	352	106	63	412.89	26.53	2.1
chr14	51754246	51754471	226	64	23	111.35	12.84	17.69
chr14	51863759	51864000	242	94	18	100.91	18.97	22.41
chr14	51874852	51875135	284	94	26	113.43	10.27	16.98
chr14	51888260	51888564	305	176	29	100.02	9.76	22.76
chr14	51992300	51992556	257	129	21	122.82	24.39	14.28
chr14	51994342	51994810	469	187	106	716.89	38.43	0.96
chr14	52372013	52372382	370	122	47	136.62	7.47	11.77
chr14	52397680	52397918	239	147	22	154.29	25.88	9.21
chr14	52547406	52547753	348	180	34	117.94	10.41	15.59
chr14	52822250	52822509	260	125	32	254.08	32.35	3.92
chr14	53150039	53150749	711	360	159	193.43	4.82	6.23
chr14	53330628	53330945	318	145	45	186.61	10.65	6.76
chr14	53343484	53343949	466	259	100	978.44	61.47	0.95
chr14	53344034	53344346	313	113	46	389.91	38.82	2.3
chr14	53663506	53663767	262	92	25	167.25	25.13	7.99
chr14	53983633	53983979	347	203	61	438.26	22.36	1.97
